name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,url
Adamantine Armor (High-Grade),Standard,GM Core pg. 228,Uncommon,Uncommon,Armor,Precious Material Armor,19,"32,000 gp (+3,200 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2797
Cloister Robe (Major),Standard,Treasure Vault pg. 148,Common,"Divine, Focused, Invested",Worn Items,Other Worn Items,19,"32,000 gp",1,worn garment,/Equipment.aspx?ID=2321
Crystal Ball (Obsidian),Standard,GM Core pg. 273,Uncommon,"Magical, Scrying, Uncommon",Held Items,,19,"32,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3019
Dawnsilver Armor (High-Grade),Standard,GM Core pg. 228,Uncommon,Uncommon,Armor,Precious Material Armor,19,"32,000 gp (+3,200 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2799
Dragonhide Armor (High-Grade),Standard,Player Core 2 pg. 276,Uncommon,Uncommon,Armor,Precious Material Armor,19,"32,000 gp (+3,200 gp per Bulk)",L,worn armor,/Equipment.aspx?ID=3269
Duskwood Armor (High-Grade),Standard,GM Core pg. 228,Uncommon,Uncommon,Armor,Precious Material Armor,19,"32,000 gp (+3,200 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2800
Greater Rending Gauntlets,Limited,"Pathfinder #208: Hoof, Cinder, and Storm pg. 78",Uncommon,"Invested, Magical, Uncommon",Worn Items,Other Worn Items,19,"32,000 gp",L,worn bracers,/Equipment.aspx?ID=3741
Noqual Armor (High-Grade),Standard,Grand Bazaar pg. 100,Rare,Rare,Armor,Precious Material Armor,19,"32,000 gp (+3,200 gp per Bulk)",,worn armor,/Equipment.aspx?ID=1420
Reinforcing Rune (Supreme),Standard,GM Core pg. 232,Common,Magical,Runes,Shield Runes,19,"32,000 gp",,etched onto a shield,/Equipment.aspx?ID=2811
Robe of the Archmagi (Greater),Standard,Core Rulebook pg. 616,Uncommon,"Abjuration, Arcane, Invested, Uncommon",Worn Items,Other Worn Items,19,"32,000 gp",1,worn garment,/Equipment.aspx?ID=464
Siccatite Armor (High-Grade),Standard,Grand Bazaar pg. 100,Rare,Rare,Armor,Precious Material Armor,19,"32,000 gp (+3,200 gp per Bulk)",,worn armor,/Equipment.aspx?ID=1424
Sisterstone Weapon (High-Grade),,Pathfinder #183: Field of Maidens pg. 80,Rare,Rare,Weapons,Precious Material Weapons,19,"32,000 gp (plus 3,200 gp per Bulk)",,varies by weapon,/Equipment.aspx?ID=1722
Skyrider Sword (Greater),Standard,Grand Bazaar pg. 106,Uncommon,"Air, Magical, Transmutation, Uncommon",Weapons,Specific Magic Weapons,19,"32,000 gp",1,held in 2 hands,/Equipment.aspx?ID=1432
Sovereign Steel Weapon (High-Grade),Standard,Legends pg. 77,Rare,Rare,Weapons,Precious Material Weapons,19,"32,000 gp (+3,200 gp per Buk)",,varies by weapon,/Equipment.aspx?ID=778
Stone Circle (Greater),Restricted,Grand Bazaar pg. 38,Uncommon,"Conjuration, Magical, Structure, Uncommon",Structures,,19,"32,000 gp",,held in 1 hand,/Equipment.aspx?ID=1295
Clarity Goggles (Greater),Standard,Treasure Vault pg. 146,Common,"Invested, Magical",Worn Items,Other Worn Items,19,"32,500 gp",,worn eyepiece,/Equipment.aspx?ID=2314
Grisantian Pelt Armor (High-Grade),Standard,Monsters of Myth pg. 35,Rare,Rare,Armor,Precious Material Armor,19,"33,000 gp (+3,300 gp per Bulk)",,worn armor,/Equipment.aspx?ID=1475
Desolation Locket (Major),Standard,Treasure Vault pg. 125,Common,"Magical, Spellheart",Spellhearts,,19,"34,000 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2228
Umbraex Eye,,Pathfinder #185: A Taste of Ashes pg. 79,Rare,"Divination, Invested, Magical, Rare",Held Items,,19,"34,000 gp",1,held in 2 hands,/Equipment.aspx?ID=1787
Wovenwood Shield (True),Standard,Grand Bazaar pg. 81,Uncommon,"Abjuration, Magical, Uncommon",Shields,Specific Shields,19,"34,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1378
Blade Byrnie (Major),Standard,Treasure Vault pg. 15,Common,"Invested, Magical",Armor,Specific Magic Armor,19,"35,000 gp",1,worn armor,/Equipment.aspx?ID=1843
Djezet Armor (High-Grade),Standard,Grand Bazaar pg. 98,Rare,Rare,Armor,Precious Material Armor,19,"35,000 gp (+3,500 gp per Bulk)",,worn armor,/Equipment.aspx?ID=1411
Guise of the Smirking Devil (Greater),Standard,Player Core 2 pg. 310,Common,"Auditory, Invested, Magical, Void",Worn Items,Other Worn Items,19,"35,000 gp",,worn mask,/Equipment.aspx?ID=3434
Ivory Baton (Greater),Standard,Monsters of Myth pg. 125,Rare,"Enchantment, Magical, Rare",Held Items,,19,"35,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1492
Juggernaut Plate,Standard,Battlecry! pg. 122,Rare,"Invested, Magical, Rare",Armor,Specific Magic Armor,19,"35,000 gp",4,worn armor,/Equipment.aspx?ID=3815
Major Energized Shield,Standard,Battlecry! pg. 124,Uncommon,"Magical, Uncommon",Shields,Specific Shields,19,"35,000 gp",1,held in 1 hand,/Equipment.aspx?ID=3828
Winged (Greater),Standard,GM Core pg. 227,Common,Magical,Runes,Armor Property Runes,19,"35,000 gp",,etched onto armor,/Equipment.aspx?ID=2796
Wisp Chain (True),Standard,Rage of Elements pg. 76,Common,"Air, Invested, Magical",Armor,Specific Magic Armor,19,"35,000 gp",,worn armor,/Equipment.aspx?ID=2587
Brightbloom Posy (Major),Standard,Treasure Vault pg. 125,Common,"Magical, Plant, Spellheart",Spellhearts,,19,"36,000 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2227
Library Robes (True),Standard,Treasure Vault pg. 15,Common,"Invested, Magical",Armor,Specific Magic Armor,19,"36,000 gp",L,worn armor,/Equipment.aspx?ID=1848
Locket of Sealed Nightmares,Limited,Pathfinder #156: The Apocalypse Prophet pg. 74,Rare,"Illusion, Invested, Magical, Rare",Worn Items,Other Worn Items,19,"36,000 gp",,worn necklace,/Equipment.aspx?ID=664
Major Banner of Creeping Death,Standard,Battlecry! pg. 138,Uncommon,"Aura, Magical, Uncommon",Banners,,19,"36,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3903
Major Banner of the Restful,Standard,Battlecry! pg. 139,Uncommon,"Aura, Magical, Uncommon",Banners,,19,"36,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3905
Major Blazing Banner,Standard,Battlecry! pg. 140,Uncommon,"Aura, Fire, Magical, Uncommon",Banners,,19,"36,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3908
Major Knave’s Standard,Standard,Battlecry! pg. 140,Uncommon,"Aura, Magical, Uncommon",Banners,,19,"36,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3912
Mattock of the Titans,Standard,Core Rulebook pg. 601,Uncommon,"Evocation, Magical, Uncommon",Weapons,Specific Magic Weapons,19,"36,000 gp",16,held in 2 hands,/Equipment.aspx?ID=391
Wand of Toxic Blades (8th-Rank Spell),Standard,Treasure Vault pg. 143,Common,"Force, Magical, Poison, Wand",Wands,Specialty Wands,19,"37,500 gp",L,held in 1 hand,/Equipment.aspx?ID=2296
Cloak of Waves & Clouds,Standard,Tian Xia Character Guide pg. 128,Common,"Invested, Magical",Worn Items,Other Worn Items,19,"38,000 gp",L,worn cloak,/Equipment.aspx?ID=3463
Keep Stone Amulet,Standard,Shining Kingdoms pg. 101,Rare,"Invested, Magical, Rare",Worn Items,Other Worn Items,19,"38,000 gp",L,worn,/Equipment.aspx?ID=3767
Soaring Wings (Major),Standard,Treasure Vault pg. 121,Common,"Invested, Magical, Tattoo",Tattoos,,19,"38,000 gp",,tattooed on the body,/Equipment.aspx?ID=2216
Abysium Armor (High-Grade),Standard,Grand Bazaar pg. 96,Rare,Rare,Armor,Precious Material Armor,19,"40,000 gp (+4,000 gp per Bulk)",,worn armor,/Equipment.aspx?ID=1406
Aeon Stone (Pale Orange Rhomboid),Standard,PFS Guide pg. 121,Uncommon,"Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,19,"40,000 gp",,worn,/Equipment.aspx?ID=407
Angelic Opera Cloak,Limited,Pathfinder #206: Bring the House Down pg. 81,Rare,"Apex, Holy, Invested, Magical, Rare",Apex Items,,19,"40,000 gp",L,worn cloak,/Equipment.aspx?ID=3644
Arboreal Wand (7th-rank spell),Limited,Pathfinder #201: Pactbreaker pg. 81,Rare,"Healing, Magical, Rare, Vitality, Wand",Wands,Magic Wands,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3718
Berserker's Cloak (Greater),Standard,Player Core 2 pg. 310,Common,"Invested, Primal",Worn Items,Other Worn Items,19,"40,000 gp",1,worn cloak,/Equipment.aspx?ID=3432
Choral Toga,Limited,Pathfinder #206: Bring the House Down pg. 81,Rare,"Apex, Holy, Invested, Magical, Rare",Apex Items,,19,"40,000 gp",L,worn clothing,/Equipment.aspx?ID=3645
Cube of Recall,Standard,Treasure Vault pg. 114,Common,Magical,Held Items,,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2189
Draconal Mask,Limited,Pathfinder #206: Bring the House Down pg. 81,Rare,"Apex, Holy, Invested, Magical, Rare",Apex Items,,19,"40,000 gp",L,worn mask,/Equipment.aspx?ID=3646
Eternal Eruption of Barrowsiege,Standard,GM Core pg. 273,Common,"Fire, Magical",Held Items,,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3020
Golden Gloves,Limited,Pathfinder #206: Bring the House Down pg. 82,Rare,"Apex, Holy, Invested, Magical, Rare",Apex Items,,19,"40,000 gp",L,worn gloves,/Equipment.aspx?ID=3647
Handwraps of Mighty Blows (+3 major striking),Standard,GM Core pg. 290,Common,"Invested, Magical",Worn Items,Other Worn Items,19,"40,000 gp",,worn gloves,/Equipment.aspx?ID=3086
Kraken's Guard,Standard,Grand Bazaar pg. 38,Uncommon,"Conjuration, Magical, Uncommon",Shields,Specific Shields,19,"40,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1292
Magic Wand (9th-rank Spell),Standard,GM Core pg. 282,Common,"Magical, Wand",Wands,Magic Wands,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3050
Magic Weapon (+3 Major Striking),Standard,GM Core pg. 241,Common,Magical,Weapons,Basic Magic Weapons,19,"40,000 gp",,held in 1 hand,/Equipment.aspx?ID=2861
Mantle of the Amazing Health,Standard,Treasure Vault pg. 104,Common,"Apex, Invested, Magical",Worn Items,Other Worn Items,19,"40,000 gp",L,worn cloak,/Equipment.aspx?ID=2140
Ouroboros Buckles,Standard,Treasure Vault pg. 18,Rare,"Invested, Magical, Rare",Armor,Specific Magic Armor,19,"40,000 gp",1,worn armor,/Equipment.aspx?ID=1850
Retaliation (Major),Standard,Treasure Vault pg. 144,Common,Magical,Runes,Accessory Runes,19,"40,000 gp",,applied to shield,/Equipment.aspx?ID=2303
Rooting (True),Standard,Rage of Elements pg. 202,Common,"Magical, Plant, Wood",Runes,Weapon Property Runes,19,"40,000 gp",,etched onto a melee weapon,/Equipment.aspx?ID=2644
Sacred Valkyrie Helm,Limited,Pathfinder #206: Bring the House Down pg. 82,Rare,"Apex, Holy, Invested, Magical, Rare",Apex Items,,19,"40,000 gp",L,worn headwear,/Equipment.aspx?ID=3648
Shadowmist Cape,Standard,Treasure Vault pg. 104,Common,"Apex, Invested, Magical",Worn Items,Other Worn Items,19,"40,000 gp",L,worn cloak,/Equipment.aspx?ID=2143
Silvanshee Collar,Limited,Pathfinder #206: Bring the House Down pg. 82,Rare,"Apex, Holy, Invested, Magical, Rare",Apex Items,,19,"40,000 gp",L,worn,/Equipment.aspx?ID=3649
Sky-Piercing Bow,Limited,Pathfinder #167: Ready? Fight! pg. 74,Rare,"Evocation, Magical, Rare, Transmutation",Weapons,Specific Magic Weapons,19,"40,000 gp",L,held in 2 hands,/Equipment.aspx?ID=950
Sturdy Shield (Supreme),Standard,GM Core pg. 235,Common,Magical,Shields,Specific Shields,19,"40,000 gp",1,held in 1 hand,/Equipment.aspx?ID=2828
Third Eye,Standard,GM Core pg. 296,Common,"Invested, Magical",Worn Items,Other Worn Items,19,"40,000 gp",,worn,/Equipment.aspx?ID=3112
Wand of Continuation (8th-rank Spell),Standard,GM Core pg. 282,Common,"Magical, Wand",Wands,Specialty Wands,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3051
Wand of Overflowing Life (8th-Rank Spell),Standard,Player Core 2 pg. 309,Common,"Healing, Magical, Vitality, Wand",Wands,,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3426
Wand of Spiritual Warfare (8th-Level),Standard,Grand Bazaar pg. 11,Uncommon,"Evocation, Force, Magical, Uncommon, Wand",Wands,Specialty Wands,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1247
Wand of Thundering Echoes (8th-Level),Standard,Grand Bazaar pg. 85,Uncommon,"Evocation, Magical, Sonic, Uncommon, Wand",Wands,Specialty Wands,19,"40,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1385
Wyrm Spindle (Major),Standard,Treasure Vault pg. 129,Common,"Magical, Spellheart",Spellhearts,,19,"40,000 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2243
Corrupted Polyp,Restricted,Battlecry! pg. 101,Rare,"Magical, Mounted, Rare",Siege Weapons,,19,"64,000 gp",,mounted,/SiegeWeapons.aspx?ID=46
Siege Barge,Restricted,Battlecry! pg. 115,Common,,Vehicles,,19,"120,000 gp",,,/Vehicles.aspx?ID=113
Siege Dragon,Restricted,Battlecry! pg. 109,Rare,Rare,Vehicles,,19,"120,000 gp",,,/Vehicles.aspx?ID=95
Steelstone Assault Engine,Restricted,Battlecry! pg. 112,Uncommon,Uncommon,Vehicles,,19,"120,000 gp",,,/Vehicles.aspx?ID=104
Tattletale Orb (Obsidian),Restricted,Treasure Vault pg. 193,Rare,"Cursed, Magical, Rare, Scrying",Cursed Items,,19,,1,held in 1 hand,/Equipment.aspx?ID=2390
The Lens of the Outreaching Eye,,Pathfinder #191: The Destiny War pg. 71,Unique,"Artifact, Divination, Invested, Magical, Scrying, Unique",Artifacts,,20,1 sp,L,worn necklace,/Equipment.aspx?ID=2499
Golden Breath Fulu,Standard,Treasure Vault pg. 77,Uncommon,"Consumable, Fulu, Healing, Magical, Talisman, Uncommon, Vitality",Consumables,Fulu,20,"8,100 gp",,affixed to armor,/Equipment.aspx?ID=2036
Thousand-Pains Fulu (Void),Standard,Treasure Vault pg. 79,Uncommon,"Consumable, Fulu, Magical, Uncommon",Consumables,Fulu,20,"8,100 gp",,affixed to a creature,/Equipment.aspx?ID=2044
Vyre's Bliss,Limited,Pathfinder #206: Bring the House Down pg. 81,Rare,"Alchemical, Consumable, Ingested, Poison, Rare, Virulent",Alchemical Items,Alchemical Poisons,20,"8,500 gp",L,held in 2 hands,/Equipment.aspx?ID=3642
Death Coil,Standard,Guns & Gears (Remastered) pg. 79,Rare,"Consumable, Electricity, Mechanical, Rare, Snare, Trap",Snares,,20,"9,000 gp",,,/Equipment.aspx?ID=1125
Life Shot (True),Standard,Treasure Vault pg. 43,Common,"Alchemical, Consumable, Healing",Alchemical Items,Alchemical Ammunition,20,"9,000 gp",,,/Equipment.aspx?ID=1899
Major Swapping Stone,Limited,Pathfinder #166: Despair on Danger Island pg. 75,Uncommon,"Conjuration, Consumable, Magical, Teleportation, Uncommon",Consumables,Other Consumables,20,"9,000 gp",,held in 1 hand,/Equipment.aspx?ID=944
Flying Blade Wheel Snare,Standard,Player Core 2 pg. 298,Common,"Consumable, Mechanical, Snare, Trap",Snares,,20,"10,000 gp",,,/Equipment.aspx?ID=3371
Instant Evisceration Snare,Standard,Player Core 2 pg. 299,Common,"Consumable, Mechanical, Snare, Trap",Snares,,20,"10,000 gp",,,/Equipment.aspx?ID=3376
Ring of Recalcitrant Wishes,,Pathfinder #162: Ruins of the Radiant Siege pg. 74,Rare,"Divination, Invested, Magical, Rare",Worn Items,Other Worn Items,20,"10,000 gp",,worn,/Equipment.aspx?ID=901
Blightburn Bomb (Greater),Standard,Treasure Vault pg. 44,Uncommon,"Alchemical, Bomb, Consumable, Disease, Poison, Splash, Uncommon",Alchemical Items,Alchemical Bombs,20,"12,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1902
Tears of Death,Standard,"Player Core 2 pg. 294, GM Core pg. 250",Common,"Alchemical, Consumable, Contact, Poison, Virulent",Alchemical Items,Alchemical Poisons,20,"12,000 gp",L,held in 2 hands,/Equipment.aspx?ID=3348
Celestial Hair,Limited,Pathfinder #156: The Apocalypse Prophet pg. 74,Rare,"Abjuration, Consumable, Magical, Rare, Talisman",Consumables,Talismans,20,"12,500 gp",,affixed to armor,/Equipment.aspx?ID=662
Achaekek's Kiss,Standard,Treasure Vault pg. 66,Rare,"Alchemical, Consumable, Injury, Poison, Rare",Alchemical Items,Alchemical Poisons,20,"13,000 gp",L,held in 2 hands,/Equipment.aspx?ID=1988
Antimagic Oil,Standard,GM Core pg. 257,Rare,"Consumable, Magical, Oil, Rare",Consumables,Oils,20,"13,000 gp",L,held in 2 hands,/Equipment.aspx?ID=2930
Potion of Annulment (Greater),,Pathfinder #182: Graveclaw pg. 77,Rare,"Abjuration, Consumable, Magical, Potion, Rare",Consumables,Potions,20,"13,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1711
Ashes of the War God,Limited,Pathfinder #206: Bring the House Down pg. 81,Rare,"Consumable, Magical, Rare",Consumables,Other Consumables,20,"14,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3643
Greater Dragon Scute,Standard,"[Draconic Codex
](/Sources.aspx?ID=277) pg. 223",Uncommon,"Catalyst, Consumable, Magical, Uncommon",Consumables,Spell Catalysts,20,"14,000 gp",L,held in 1 hand,/Equipment.aspx?ID=4015
Midnight Milk (Pure),,Pathfinder #200: Seven Dooms for Sandpoint pg. 184,Rare,"Alchemical, Consumable, Drug, Ingested, Poison, Rare",Alchemical Items,Drugs,20,"14,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3451
Nightmare Salt,Standard,"Treasure Vault pg. 70, Pathfinder #149: Against the Scarlet Triad pg. 79",Rare,"Alchemical, Consumable, Ingested, Poison, Rare",Alchemical Items,Alchemical Poisons,20,"14,000 gp",L,held in 2 hands,/Equipment.aspx?ID=2009
Starsong Nectar,Standard,Treasure Vault pg. 91,Rare,"Consumable, Fortune, Magical, Potion, Rare",Consumables,Potions,20,"14,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2093
Resilient (Major),Standard,GM Core pg. 226,Common,Magical,Runes,Fundamental Armor Runes,20,"49,440 gp",,etched onto armor,/Equipment.aspx?ID=2786
Sovereign Steel Armor (High-Grade),Standard,Legends pg. 77,Rare,Rare,Armor,Precious Material Armor,20,"50,000 gp (+5,000 gp per Buk)",,worn armor,/Equipment.aspx?ID=777
Elven Chain (High-Grade),Standard,GM Core pg. 228,Uncommon,Uncommon,Armor,Precious Material Armor,20,"52,000 gp",,worn armor,/Equipment.aspx?ID=2801
Wand of Mercy (9th-Rank Spell),Standard,Treasure Vault pg. 141,Common,"Magical, Wand",Wands,Specialty Wands,20,"52,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2283
Life-Saver Mail (Greater),Standard,GM Core pg. 230,Common,"Invested, Magical",Armor,Specific Magic Armor,20,"52,500 gp",3,worn armor,/Equipment.aspx?ID=2808
Highhelm War Shield (Greater),Standard,Highhelm pg. 112,Uncommon,"Abjuration, Magical, Uncommon",Shields,Specific Shields,20,"55,000 gp",1,held in 1 hand,/Equipment.aspx?ID=2568
Major Dragon's Tongue,Standard,"[Draconic Codex
](/Sources.aspx?ID=277) pg. 222",Uncommon,"Magical, Uncommon",Weapons,Specific Magic Weapons,20,"55,000 gp",2,held in 2 hands,/Equipment.aspx?ID=4012
Orichalcum Armor (High-Grade),Standard,GM Core pg. 228,Rare,Rare,Armor,Precious Material Armor,20,"55,000 gp (+5,500 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2802
Staff-Storing Shield (True),Standard,Secrets of Magic pg. 190,Common,"Extradimensional, Invested, Magical, Transmutation",Shields,Specific Shields,20,"55,000 gp",1,held in 1 hand,/Equipment.aspx?ID=1079
True Name Amulet (Major),Limited,Secrets of Magic pg. 247,Rare,"Invested, Magical, Rare",Worn Items,Other Worn Items,20,"55,000 gp",,worn amulet,/Equipment.aspx?ID=1083
Wand of Hybrid Form (9th-Rank Spell),Standard,Treasure Vault pg. 140,Uncommon,"Magical, Polymorph, Uncommon, Wand",Wands,Specialty Wands,20,"55,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2280
Warding Escutcheon (Greater),Standard,Treasure Vault pg. 23,Common,Magical,Shields,Specific Shields,20,"55,000 gp",4,held in 1 hand,/Equipment.aspx?ID=1863
Wardrobe Stone (Greater),Standard,Grand Bazaar pg. 51,Uncommon,"Illusion, Invested, Magical, Uncommon",Held Items,,20,"55,000 gp",L,held in 1 hand,/Equipment.aspx?ID=1323
Keep Stone Armor (High-Grade),Standard,Highhelm pg. 113,Rare,Rare,Armor,Precious Material Armor,20,"56,000 gp (+ 5,600 gp per Bulk)",,worn armor,/Equipment.aspx?ID=2570
Apotheosis Knife,Limited,Pathfinder #212: A Voice in the Blight pg. 79,Rare,"Magical, Rare, Unholy",Weapons,Specific Magic Weapons,20,"60,000 gp",L,held in 1 hand,/Equipment.aspx?ID=3713
Banner of the Rising Star,Standard,Battlecry! pg. 139,Uncommon,"Aura, Magical, Uncommon",Banners,,20,"60,000 gp",L,affixed or held in 1 hand,/Equipment.aspx?ID=3906
Drum of Upheaval,Standard,Grand Bazaar pg. 30,Uncommon,"Conjuration, Earth, Magical, Uncommon",Held Items,,20,"60,000 gp",1,held in 2 hands,/Equipment.aspx?ID=1281
Planar Ribbon,Limited,Pathfinder #156: The Apocalypse Prophet pg. 75,Unique,"Conjuration, Occult, Unique",Held Items,,20,"60,000 gp",L,held in 1 hand,/Equipment.aspx?ID=670
Splinter Spear (Major),Standard,Rage of Elements pg. 202,Common,"Magical, Wood",Weapons,Specific Magic Weapons,20,"60,000 gp",L,held in 1 hand,/Equipment.aspx?ID=2646
Whisper of the First Lie,Standard,GM Core pg. 297,Rare,"Invested, Magical, Rare",Worn Items,Other Worn Items,20,"60,000 gp",,worn,/Equipment.aspx?ID=3118
Radiant Prism (Major),Standard,Treasure Vault pg. 127,Common,"Magical, Spellheart",Spellhearts,,20,"64,000 gp",,affixed to armor or a weapon,/Equipment.aspx?ID=2236
